1	76
1	101
1	295
1	400
1	428
1	444
1	523
1	600
1	601
1	715
1	746
1	766
1	803
1	837
1	869
1	893
1	903
1	927
1	932
1	977
2	425
2	518
2	524
2	539
2	544
2	644
2	676
2	693
2	743
2	749
2	775
2	788
2	796
2	820
2	822
2	837
2	845
2	856
2	870
2	947
3	124
3	135
3	159
3	303
3	343
3	585
3	605
3	876
3	898
3	910
3	912
3	916
3	943
3	947
3	956
3	962
3	980
3	985
3	988
3	992
4	261
4	323
4	332
4	367
4	382
4	414
4	451
4	543
4	587
4	627
4	628
4	665
4	671
4	680
4	681
4	704
4	716
4	725
4	771
4	883
5	8
5	123
5	368
5	369
5	394
5	429
5	483
5	564
5	577
5	579
5	622
5	739
5	757
5	765
5	771
5	831
5	870
5	871
5	880
5	888
6	64
6	236
6	271
6	503
6	511
6	558
6	567
6	678
6	709
6	751
6	764
6	767
6	832
6	836
6	855
6	866
6	904
6	917
6	938
6	1000
7	125
7	141
7	213
7	281
7	334
7	358
7	381
7	516
7	542
7	552
7	659
7	686
7	867
7	908
7	915
7	926
7	938
7	970
7	986
7	992
8	5
8	159
8	334
8	579
8	618
8	619
8	654
8	664
8	708
8	721
8	736
8	771
8	825
8	826
8	831
8	835
8	858
8	871
8	885
8	888
9	216
9	252
9	344
9	444
9	477
9	488
9	561
9	637
9	656
9	677
9	701
9	724
9	749
9	795
9	854
9	877
9	889
9	909
9	927
9	950
10	132
10	314
10	343
10	398
10	497
10	513
10	537
10	620
10	690
10	715
10	790
10	804
10	838
10	893
10	909
10	921
10	927
10	932
10	946
10	960
11	114
11	124
11	142
11	183
11	217
11	340
11	342
11	352
11	429
11	478
11	552
11	595
11	634
11	659
11	736
11	778
11	855
11	908
11	996
11	1000
12	126
12	406
12	458
12	518
12	556
12	602
12	666
12	672
12	718
12	866
12	872
12	897
12	952
12	953
12	959
12	964
12	965
12	975
12	983
12	999
13	375
13	427
13	532
13	541
13	553
13	581
13	643
13	644
13	744
13	748
13	784
13	799
13	800
13	815
13	835
13	852
13	863
13	886
13	918
13	923
14	108
14	317
14	387
14	427
14	435
14	520
14	684
14	768
14	770
14	774
14	823
14	840
14	859
14	889
14	932
14	949
14	965
14	969
14	977
14	978
15	264
15	268
15	372
15	396
15	479
15	632
15	637
15	648
15	649
15	848
15	862
15	894
15	903
15	912
15	937
15	955
15	962
15	972
15	979
15	988
16	295
16	320
16	330
16	496
16	578
16	602
16	606
16	647
16	714
16	729
16	823
16	833
16	837
16	890
16	893
16	918
16	921
16	936
16	941
16	977
17	47
17	155
17	164
17	240
17	490
17	537
17	607
17	723
17	849
17	892
17	905
17	907
17	911
17	913
17	931
17	941
17	944
17	945
17	948
17	968
18	51
18	254
18	451
18	494
18	707
18	734
18	746
18	779
18	817
18	823
18	825
18	877
18	889
18	893
18	921
18	929
18	935
18	936
18	947
18	949
19	75
19	145
19	447
19	563
19	642
19	653
19	693
19	703
19	705
19	802
19	887
19	925
19	930
19	935
19	954
19	958
19	967
19	976
19	986
19	991
20	168
20	175
20	200
20	413
20	586
20	686
20	780
20	857
20	894
20	898
20	906
20	910
20	916
20	919
20	933
20	973
20	980
20	985
20	992
20	996
21	381
21	413
21	529
21	601
21	629
21	658
21	698
21	824
21	857
21	863
21	876
21	886
21	898
21	933
21	943
21	956
21	973
21	979
21	980
21	985
22	88
22	143
22	225
22	226
22	403
22	516
22	609
22	638
22	642
22	812
22	824
22	883
22	884
22	887
22	935
22	958
22	963
22	971
22	976
22	991
23	83
23	206
23	228
23	359
23	557
23	696
23	720
23	736
23	750
23	759
23	768
23	848
23	892
23	904
23	905
23	913
23	916
23	925
23	945
23	948
24	39
24	225
24	233
24	380
24	424
24	428
24	502
24	565
24	597
24	656
24	743
24	749
24	759
24	775
24	792
24	796
24	807
24	845
24	856
24	974
25	201
25	315
25	414
25	451
25	454
25	482
25	527
25	543
25	548
25	560
25	587
25	604
25	627
25	655
25	660
25	665
25	671
25	704
25	716
25	725
26	75
26	219
26	252
26	333
26	441
26	478
26	547
26	624
26	630
26	712
26	728
26	734
26	763
26	829
26	878
26	922
26	966
26	990
26	993
26	997
27	123
27	280
27	307
27	372
27	426
27	451
27	575
27	590
27	680
27	736
27	741
27	753
27	824
27	901
27	912
27	962
27	979
27	985
27	988
27	992
28	71
28	264
28	293
28	342
28	355
28	503
28	670
28	680
28	736
28	747
28	752
28	859
28	867
28	938
28	946
28	952
28	970
28	994
28	996
28	1000
29	53
29	105
29	471
29	482
29	600
29	772
29	816
29	847
29	872
29	896
29	897
29	899
29	934
29	939
29	952
29	953
29	964
29	975
29	997
29	999
30	41
30	127
30	143
30	183
30	210
30	321
30	405
30	412
30	555
30	573
30	708
30	879
30	887
30	925
30	934
30	935
30	958
30	963
30	967
30	981
31	52
31	117
31	176
31	202
31	356
31	379
31	416
31	459
31	467
31	499
31	535
31	540
31	612
31	640
31	735
31	788
31	873
31	891
31	936
31	983
32	75
32	125
32	170
32	244
32	245
32	324
32	388
32	455
32	495
32	529
32	575
32	581
32	599
32	631
32	645
32	697
32	728
32	745
32	747
32	792
33	73
33	121
33	328
33	343
33	455
33	464
33	529
33	599
33	608
33	645
33	659
33	663
33	697
33	742
33	745
33	803
33	888
33	901
33	932
33	971
34	419
34	602
34	615
34	624
34	645
34	797
34	851
34	874
34	878
34	882
34	914
34	921
34	922
34	924
34	930
34	940
34	961
34	977
34	993
34	995
35	142
35	260
35	304
35	550
35	555
35	564
35	646
35	652
35	710
35	769
35	780
35	805
35	862
35	894
35	895
35	919
35	955
35	968
35	979
35	985
36	326
36	393
36	479
36	600
36	776
36	782
36	795
36	820
36	834
36	837
36	840
36	862
36	869
36	890
36	906
36	909
36	921
36	946
36	964
36	977
37	365
37	603
37	620
37	678
37	730
37	731
37	760
37	772
37	780
37	816
37	838
37	847
37	872
37	896
37	899
37	907
37	937
37	939
37	964
37	999
38	173
38	245
38	324
38	333
38	343
38	350
38	388
38	444
38	495
38	529
38	591
38	599
38	645
38	697
38	728
38	742
38	745
38	754
38	823
38	996
39	24
39	184
39	394
39	462
39	480
39	491
39	589
39	593
39	676
39	686
39	693
39	743
39	749
39	783
39	788
39	790
39	795
39	822
39	845
39	856
40	46
40	414
40	534
40	543
40	548
40	571
40	587
40	604
40	627
40	628
40	665
40	671
40	704
40	716
40	725
40	762
40	853
40	912
40	914
40	983
41	30
41	308
41	398
41	573
41	812
41	821
41	859
41	863
41	883
41	884
41	887
41	901
41	925
41	934
41	950
41	954
41	963
41	971
41	976
41	991
42	226
42	254
42	264
42	310
42	369
42	525
42	632
42	696
42	699
42	750
42	776
42	904
42	905
42	911
42	913
42	927
42	931
42	945
42	948
42	971
43	69
43	193
43	400
43	467
43	489
43	514
43	556
43	624
43	729
43	763
43	829
43	847
43	874
43	906
43	914
43	930
43	940
43	961
43	993
43	995
44	63
44	373
44	571
44	573
44	635
44	638
44	653
44	666
44	673
44	705
44	714
44	770
44	884
44	934
44	947
44	958
44	963
44	971
44	976
44	991
45	88
45	125
45	208
45	324
45	343
45	388
45	470
45	495
45	523
45	575
45	581
45	645
45	663
45	683
45	728
45	742
45	745
45	844
45	958
45	961
46	40
46	59
46	224
46	227
46	252
46	297
46	323
46	485
46	543
46	587
46	604
46	628
46	660
46	663
46	665
46	671
46	704
46	716
46	725
46	977
47	17
47	258
47	477
47	557
47	808
47	810
47	811
47	848
47	853
47	865
47	911
47	913
47	931
47	935
47	938
47	941
47	942
47	943
47	944
47	948
48	77
48	93
48	208
48	245
48	324
48	409
48	464
48	495
48	581
48	599
48	608
48	622
48	645
48	663
48	728
48	742
48	745
48	762
48	867
48	907
49	496
49	533
49	562
49	564
49	590
49	631
49	655
49	674
49	687
49	721
49	722
49	817
49	826
49	835
49	858
49	870
49	871
49	880
49	885
49	888
50	118
50	195
50	341
50	412
50	465
50	573
50	638
50	749
50	770
50	785
50	789
50	883
50	934
50	935
50	954
50	963
50	967
50	975
50	976
50	991
51	18
51	192
51	234
51	360
51	380
51	488
51	494
51	684
51	727
51	787
51	795
51	828
51	837
51	841
51	864
51	877
51	909
51	946
51	950
51	978
52	31
52	82
52	260
52	294
52	353
52	416
52	422
52	434
52	456
52	459
52	467
52	522
52	535
52	540
52	640
52	684
52	735
52	802
52	937
52	945
53	29
53	109
53	288
53	469
53	521
53	536
53	572
53	594
53	747
53	764
53	767
53	778
53	848
53	856
