degree distribution (probability density function of the degree in logarithmic bins) 
21.4315	0.0685484
25.4894	0.0341091
29.8547	0.0240717
35.2407	0.018898
40.9639	0.0123521
48.3375	0.0101257
57.1733	0.00807359
66.9844	0.00585944
78.0217	0.00358183
92.2	0.0029801

degree distribution (degree-occurrences) 
20	0.064
21	0.07
22	0.046
23	0.061
24	0.033
25	0.037
26	0.04
27	0.031
28	0.024
29	0.026
30	0.03
31	0.017
32	0.02
33	0.024
34	0.018
35	0.021
36	0.014
37	0.015
38	0.016
39	0.023
40	0.015
41	0.012
42	0.016
43	0.009
44	0.008
45	0.006
46	0.01
47	0.013
48	0.018
49	0.01
50	0.008
51	0.008
52	0.007
53	0.005
54	0.007
55	0.011
56	0.012
57	0.005
58	0.01
59	0.011
60	0.004
61	0.006
62	0.004
63	0.012
64	0.008
65	0.005
66	0.005
67	0.004
68	0.009
69	0.004
70	0.006
71	0.006
72	0.003
73	0.002
74	0.006
75	0.006
76	0.006
77	0.005
78	0.006
79	0.004
80	0.003
81	0.002
82	0.002
83	0.002
84	0.002
85	0.002
86	0.003
87	0.007
88	0.002
89	0.004
90	0.005
91	0.002
92	0.001
93	0.003
94	0.004
95	0.003
97	0.002
98	0.003
99	0.003
100	0.002
101	0.001


--------------------------------------
community distribution (size-occurrences)
37	0.0666667
40	0.133333
44	0.0666667
45	0.0666667
50	0.0666667
52	0.0666667
54	0.0666667
77	0.0666667
79	0.0666667
83	0.0666667
92	0.0666667
102	0.133333
103	0.0666667


--------------------------------------
mixing parameter
0	0.996
0.00990099	0.001
0.0243902	0.001
0.030303	0.001
0.05	0.001

--------------------------------------
